window_id,label,"Motor_Current__fft_aggregated__aggtype_""skew""","Temperature__fft_aggregated__aggtype_""skew""",Motor_Current__variation_coefficient,"Pressure__fft_aggregated__aggtype_""skew""",Temperature__variance_larger_than_standard_deviation,Motor_Current__percentage_of_reoccurring_values_to_all_values,Vibration__percentage_of_reoccurring_values_to_all_values,Pressure__percentage_of_reoccurring_values_to_all_values,Vibration__standard_deviation,"Vibration__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""","Motor_Current__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",Pressure__lempel_ziv_complexity__bins_100,"Pressure__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""","Noise__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",Temperature__mean_abs_change,"Motor_Current__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""","Temperature__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""","Motor_Current__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""","Motor_Current__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6","Pressure__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6","Vibration__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",Vibration__range_count__max_1__min_-1,"Vibration__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6","Noise__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""","Pressure__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean"""
32,0,8.881245154865356,11.760837190353362,0.01326199208868184,7.325685881438378,0.0,0.16666666666666666,0.5294117647058824,0.25,0.07288041956215369,0.012978265452272878,0.010668792305209578,0.7666666666666667,0.005408484138857356,0.10919121342138921,0.3241379310344827,0.0003964441019694872,0.09646373256659896,0.00833287073545956,0.05899999999999981,0.04142857142857143,0.015542156846968901,30.0,0.01363636363636364,0.07938322103765437,0.00680536003236174
33,1,7.202917992270254,8.857916609759073,0.0242062612316151,6.96878198225466,0.0,0.1111111111111111,0.47368421052631576,0.2608695652173913,0.07269724127426631,0.017458989848516786,0.022593720155746545,0.8333333333333334,0.011069354644463125,0.21606574963021177,0.6248275862068969,0.0006292099544688713,0.1269820277604266,0.015954936540143173,0.11454545454545452,0.07181818181818182,0.018449032568703665,30.0,0.019999999999999997,0.1002461840419179,0.010721457916903963
34,1,3.470821218273719,6.832680202066625,0.0761184392777601,4.359646948031534,1.0,0.07142857142857142,0.15384615384615385,0.20833333333333334,0.2981552541136171,0.035545123186070546,0.14525483119812088,0.8666666666666667,0.05277084332054871,0.5272195840405761,1.0455172413793117,0.06233702812601136,0.20777624018735816,0.08166776564580559,0.5660000000000001,0.22374999999999967,0.026818411788999585,28.0,0.07500000000000002,0.36258776952931654,0.03403908118059366
35,1,3.057316529904907,6.0417535379812,0.0671164309937597,3.7969433120220644,1.0,0.0,0.17391304347826086,0.07142857142857142,0.1524062553396896,0.0490383717588778,0.1841710237425925,0.9333333333333333,0.06518252760335323,0.8692358048042786,1.2941379310344843,0.06864816402933613,0.16135101381727965,0.06763402919212995,0.20285714285714335,0.12714285714285722,0.013946369580998349,26.0,0.06375000000000001,0.29781123181626085,0.030168740861528636
36,1,3.2022156938304502,6.028264058536605,0.06779126275415881,3.7006109383832717,1.0,0.034482758620689655,0.12,0.2,0.24672431758723926,0.07650654678313663,0.20602476569973974,0.8333333333333334,0.07457215836169083,1.0558867440812634,1.3848275862068984,0.07174414848146202,0.2656902190841934,0.044224559926360804,0.6183333333333337,0.33500000000000024,0.029315306767699924,18.0,0.3157142857142857,0.2869009585205335,0.013950739380108141
37,1,2.9888311010662334,5.450561855826838,0.07486397665854308,3.3198321836832054,1.0,0.034482758620689655,0.15384615384615385,0.1111111111111111,0.38324187314714625,0.048822878544671634,0.18019792595090223,0.9,0.0717165622860051,0.7247180451030314,1.5655172413793113,0.0570939096904569,0.2294988328635122,0.04824007987267895,0.8528571428571426,0.2942857142857142,0.023784474442160662,5.0,0.386,0.17751876244613915,0.02602054656492465
38,1,3.5755864150319745,5.492633725127914,0.06072265335476556,3.577428444983261,1.0,0.07142857142857142,0.2,0.1111111111111111,0.23338785077396143,0.046750168248815074,0.1506177754639681,0.8666666666666667,0.06001292377820097,0.8261298180010676,1.7486206896551726,0.03782276406995794,0.34239007869153326,0.061358161197824716,0.63375,0.2200000000000001,0.03080855080527302,0.0,0.15500000000000014,0.3005172085805761,0.026505437768362086
39,1,3.1439113186156473,5.08674039680189,0.07868445215112642,3.450565429737677,1.0,0.07142857142857142,0.07142857142857142,0.15384615384615385,0.36191711758357054,0.03673327283721573,0.17565581683051248,0.8666666666666667,0.05857375140574056,0.7250423961331345,1.8048275862068976,0.08733205629703701,0.4081895651390853,0.06076001191259814,0.9755555555555553,0.407142857142857,0.03212633226015378,0.0,0.2888888888888889,0.5880186012144099,0.01885950923103168
40,1,3.0872987370700566,4.41929841670584,0.06836966453069386,3.3756804861160825,1.0,0.034482758620689655,0.07142857142857142,0.15384615384615385,0.40375405054727725,0.03796812125049796,0.1989891461163369,0.8,0.0452055020430698,0.4812584975837817,1.986896551724137,0.11899667964648267,0.3946808923709401,0.05311573296524642,0.748,0.2539999999999999,0.013198144582029833,0.0,0.20125000000000004,0.4464717227145232,0.020161740557623518
41,1,3.4464668758093944,5.003399610625064,0.06733278135248912,3.93607877615145,1.0,0.034482758620689655,0.03571428571428571,0.16,0.27263019315956594,0.046255133930905294,0.200233740963925,0.8666666666666667,0.06403506692366596,1.1409862305178322,1.878965517241379,0.09497741968858453,0.37816628815456094,0.06728929926755317,0.9600000000000006,0.18833333333333346,0.0348622634802444,0.0,0.2099999999999999,0.7585287226791428,0.05332331878766177
42,1,4.129451510749499,6.737028568256598,0.05724570601311693,4.778202224324759,1.0,0.16,0.11538461538461539,0.20833333333333334,0.45290236867955946,0.027329185017879638,0.1626650496183707,0.8333333333333334,0.06058176012517256,1.1085277360069068,1.1796551724137943,0.06529997109318372,0.2629483278692818,0.07094497628348269,0.3220000000000006,0.15285714285714264,0.030643830598368393,0.0,0.14999999999999997,0.6448793700412219,0.05170263483594996
43,1,4.3972121028219595,4.62209372738655,0.049382632903588554,4.896538444882959,1.0,0.1111111111111111,0.034482758620689655,0.2,0.5506016910818765,0.07821964539148756,0.13273184055304396,0.8333333333333334,0.06382757385075405,0.4748505529311792,2.0517241379310365,0.05792366373995213,0.4832025251094092,0.052986682963067404,0.5199999999999996,0.2166666666666671,0.04484583418264634,0.0,0.21624999999999983,0.4590652875477425,0.04474188407383149
44,1,4.230171353205566,4.153525394333164,0.0642175458961162,3.5218849261119196,1.0,0.1111111111111111,0.15384615384615385,0.1111111111111111,0.3887409877483407,0.0778891589917067,0.1635524006399848,0.8666666666666667,0.03239215492492386,0.5329970963916258,3.1200000000000028,0.09239068295487682,0.4704836706557862,0.06343876365987841,0.5966666666666668,0.2928571428571427,0.046842308917920614,0.0,0.16428571428571445,0.4486327383033365,0.045463897615520665
45,1,3.884167272246537,4.122842635726104,0.053849485692260675,3.269629288363233,1.0,0.16,0.1111111111111111,0.15384615384615385,0.5991442972180314,0.10314879286442359,0.11733410636727412,0.8333333333333334,0.06369143301461958,0.8401082210818144,2.6962068965517254,0.10794995150937647,0.3146306332418219,0.038820711212542686,0.8237500000000004,0.4562500000000005,0.03510703555668345,0.0,0.48624999999999996,0.5797664817263356,0.05178476649378962
46,0,12.023530651987596,12.566716422974011,0.005455420886873004,8.721293074487852,0.0,0.6666666666666666,0.75,0.6923076923076923,0.01702612371882951,0.0031815796359028706,0.012600615469257037,0.7,0.006384505052226406,0.03996018426547346,0.2682758620689648,0.00023723108398960495,0.06156397038024408,0.008838875170841382,0.018000000000000328,0.019999999999999955,0.0019143567861717693,30.0,0.010000000000000005,0.04063388887579044,0.0035268455389741602
47,0,15.172497196785693,8.609605394865525,0.004659313439323539,9.337757294471134,0.0,0.5714285714285714,1.0,0.6428571428571429,0.01819951159295826,0.004370588154508101,0.008349508112115767,0.7,0.008316854455093616,0.08721417846411265,0.1706896551724129,7.395383741245183e-05,0.04543605808330734,0.007372092993312129,0.016000000000000368,0.02333333333333328,0.002446043591537294,30.0,0.013333333333333327,0.04020126237568469,0.001989632995248687
48,0,12.024749467901461,14.709732808996131,0.004899102658102127,9.310838652553784,0.0,0.5333333333333333,0.6,0.5714285714285714,0.025811280910141253,0.00473228885668756,0.006805360032361843,0.7,0.008027164764078247,0.10272902073260616,0.2079310344827584,0.00017084048971239134,0.03517574922206128,0.005062010033398966,0.022499999999999964,0.03571428571428559,0.0023988659452185397,30.0,0.021000000000000005,0.03511543645679292,0.0010981741185066018
49,0,10.561688692443548,13.171420293855464,0.005648199201198643,8.897235086032849,0.0,0.5,0.5454545454545454,0.5714285714285714,0.02526306042866189,0.0031815796359028698,0.009963197585235777,0.6666666666666666,0.0037688302737922817,0.1030012218407154,0.27620689655172453,0.00031092136591478,0.03210865905631318,0.004229858234063141,0.03500000000000014,0.03666666666666677,0.0018000755842029349,30.0,0.01333333333333333,0.06896042047317269,0.003581053696641733
50,0,10.144067114053733,10.914647546747759,0.006012880747350939,8.587890704192759,0.0,0.6428571428571429,0.8888888888888888,0.7142857142857143,0.020645150089602698,0.0022916589362887555,0.008373914794144505,0.6666666666666666,0.005742786069211929,0.09127487080690029,0.34448275862068994,0.0003451170472847285,0.040263756258292524,0.002702077809722538,0.03000000000000025,0.02857142857142834,0.0020951515133625967,30.0,0.015,0.0656701466670004,0.003983366777532907
51,0,11.172187832178214,11.179094165771458,0.005171951201421654,8.637916395802955,0.0,0.4666666666666667,0.8571428571428571,0.6,0.01631631766736056,0.0015474358865973253,0.007041181100676033,0.6666666666666666,0.0013997084244475007,0.033621340809419364,0.3551724137931036,0.0003710589692211416,0.055841856390793816,0.0022441458232903113,0.028571428571428976,0.01599999999999966,0.002227350092682817,30.0,0.006666666666666672,0.031929718739373815,0.003927506349129005
52,0,11.29174294173319,11.865958974387715,0.0050812001960249195,9.40412201829689,0.0,0.5,0.7142857142857143,0.6923076923076923,0.015577761927397233,0.002770102775666474,0.0062269984907723855,0.6666666666666666,0.0037361990944634643,0.10667644513002039,0.35172413793103435,0.00035774293510710967,0.09075166084198251,0.002819369351010074,0.038333333333333997,0.01749999999999985,0.0030830676480494185,30.0,0.008000000000000002,0.03996089244711675,0.003281280652594144
53,0,11.862177086474665,13.085772078361142,0.004986802220456081,10.038323961012683,0.0,0.6428571428571429,0.75,0.5384615384615384,0.0187053171287976,0.003910564793837678,0.004199125273342603,0.7,0.0027454352962665756,0.1215136956531756,0.28310344827586187,0.00010734667597805909,0.1044844811573522,0.0061564191376676965,0.03250000000000064,0.016666666666666607,0.003095399263203288,30.0,0.008888888888888882,0.08491042098492171,0.003944513109810811
54,0,11.588486302894758,13.325496742711891,0.0057481257272152305,9.320934698482915,0.0,0.6428571428571429,0.4166666666666667,0.5384615384615384,0.03142716447067197,0.006936053888012616,0.008817113847435469,0.6666666666666666,0.003606494519764087,0.04751569737043404,0.2617241379310351,0.00036119488473939184,0.06755758440681797,0.007853557623583137,0.01833333333333324,0.019999999999999574,0.005436385353733281,30.0,0.013333333333333322,0.05961310178779387,0.004704260624924019
55,0,10.038865605075985,12.391382686656463,0.009477586132648297,8.745863240396172,0.0,0.35,0.4117647058823529,0.6,0.07337953090307647,0.0051110125199995285,0.008708428945215996,0.6666666666666666,0.004420114813665652,0.05809867281025374,0.32344827586206953,0.0004423860695792989,0.06523885991904958,0.0073243977719052115,0.03249999999999975,0.0399999999999995,0.0052066937555367634,30.0,0.026428571428571437,0.07472755049324917,0.003597429165201012
56,0,7.788106975273115,11.142436536162245,0.014374599375812818,7.822618044932089,0.0,0.2727272727272727,0.25,0.47058823529411764,0.08461415694525093,0.01341336525063486,0.008658290038717676,0.6666666666666666,0.005016977977548913,0.0628727253412534,0.33655172413793094,0.0004902045798113564,0.04722417229533583,0.007006935339871666,0.08666666666666699,0.0255555555555558,0.01177189088320081,30.0,0.025555555555555567,0.08865742062169675,0.0047754474093203055
57,1,3.640987921769309,7.176210791096792,0.0659779563100151,4.40250035336069,1.0,0.22727272727272727,0.12,0.14285714285714285,0.2120704809465214,0.055870842309814546,0.14663917491259845,0.7666666666666667,0.05861833197505212,0.4656449846188404,0.5713793103448276,0.04906578065275173,0.27414391175756847,0.04242407223218806,0.5112500000000004,0.22888888888888856,0.030139394971560065,30.0,0.133,0.17308351018106416,0.01979563615760696
58,1,2.8531546054154946,5.728341950427839,0.08876122331267809,3.4165756700406513,1.0,0.11538461538461539,0.16,0.15384615384615385,0.28415645142929424,0.047731676328933485,0.154909058245574,0.9,0.06340733235138007,0.542489900843331,1.0248275862068963,0.06634419036133836,0.2437954981084748,0.07322467150494305,0.5462499999999999,0.30374999999999996,0.03761672807797773,25.0,0.18499999999999994,0.25709905870382743,0.0337343443154682
